date,city,latitude,longitude,temp_mean,temp_min,temp_max,precipitation_mm,heating_degree_days,cooling_degree_days,weather_class,is_cold,is_hot,weather_demand_pressure
2014-06-29,Tirana,41.3275,19.8187,26.04,18.99,32.27,0.0,0.0,2.04,1,0,1,1
2014-06-30,Tirana,41.3275,19.8187,27.23,22.58,32.35,0.0,0.0,3.23,1,0,1,1
2014-07-01,Tirana,41.3275,19.8187,25.26,20.74,31.35,1.81,0.0,1.26,0,0,0,0
2014-07-02,Tirana,41.3275,19.8187,23.85,16.8,30.5,0.0,0.0,0.0,0,0,0,0
2014-07-03,Tirana,41.3275,19.8187,26.22,18.4,32.81,0.0,0.0,2.22,1,0,1,1
2014-07-04,Tirana,41.3275,19.8187,26.06,18.92,33.42,8.99,0.0,2.06,1,0,1,1
2014-07-05,Tirana,41.3275,19.8187,28.17,22.02,37.15,0.0,0.0,4.17,1,0,1,1
2014-07-06,Tirana,41.3275,19.8187,26.73,20.53,33.05,9.81,0.0,2.73,1,0,1,1
2014-07-07,Tirana,41.3275,19.8187,25.11,19.08,32.45,0.0,0.0,1.11,0,0,0,0
2014-07-08,Tirana,41.3275,19.8187,25.35,19.71,31.88,2.34,0.0,1.35,0,0,0,0
2014-07-09,Tirana,41.3275,19.8187,29.72,23.4,38.42,0.0,0.0,5.72,1,0,1,1
2014-07-10,Tirana,41.3275,19.8187,29.99,23.98,35.7,0.0,0.0,5.99,1,0,1,1
2014-07-11,Tirana,41.3275,19.8187,26.85,20.26,32.32,0.0,0.0,2.85,1,0,1,1
2014-07-12,Tirana,41.3275,19.8187,26.33,18.69,33.6,12.82,0.0,2.33,1,0,1,1
2014-07-13,Tirana,41.3275,19.8187,29.25,21.27,37.28,0.0,0.0,5.25,1,0,1,1
2014-07-14,Tirana,41.3275,19.8187,25.49,20.71,34.07,0.0,0.0,1.49,0,0,0,0
2014-07-15,Tirana,41.3275,19.8187,25.6,19.76,33.26,0.0,0.0,1.6,0,0,0,0
2014-07-16,Tirana,41.3275,19.8187,27.67,22.54,36.15,0.0,0.0,3.67,1,0,1,1
2014-07-17,Tirana,41.3275,19.8187,25.88,20.15,32.65,0.0,0.0,1.88,0,0,0,0
2014-07-18,Tirana,41.3275,19.8187,26.41,20.9,31.55,0.0,0.0,2.41,1,0,1,1
2014-07-19,Tirana,41.3275,19.8187,26.1,20.99,31.62,0.0,0.0,2.1,1,0,1,1
2014-07-20,Tirana,41.3275,19.8187,26.85,19.67,32.02,3.81,0.0,2.85,1,0,1,1
2014-07-21,Tirana,41.3275,19.8187,28.81,22.57,35.29,0.0,0.0,4.81,1,0,1,1
2014-07-22,Tirana,41.3275,19.8187,27.08,19.36,34.31,0.0,0.0,3.08,1,0,1,1
2014-07-23,Tirana,41.3275,19.8187,28.07,23.46,34.67,0.0,0.0,4.07,1,0,1,1
2014-07-24,Tirana,41.3275,19.8187,24.01,19.28,31.54,0.0,0.0,0.01,0,0,0,0
2014-07-25,Tirana,41.3275,19.8187,27.65,21.74,34.82,0.0,0.0,3.65,1,0,1,1
2014-07-26,Tirana,41.3275,19.8187,26.14,21.36,34.19,0.0,0.0,2.14,1,0,1,1
2014-07-27,Tirana,41.3275,19.8187,25.76,20.34,33.76,0.0,0.0,1.76,0,0,0,0
2014-07-28,Tirana,41.3275,19.8187,26.02,18.07,32.45,0.0,0.0,2.02,1,0,1,1
2014-07-29,Tirana,41.3275,19.8187,26.75,21.52,33.31,12.87,0.0,2.75,1,0,1,1
2014-07-30,Tirana,41.3275,19.8187,28.45,23.26,36.09,0.0,0.0,4.45,1,0,1,1
2014-07-31,Tirana,41.3275,19.8187,24.96,18.45,32.64,2.59,0.0,0.96,0,0,0,0
2014-08-01,Tirana,41.3275,19.8187,26.32,20.08,32.74,0.0,0.0,2.32,1,0,1,1
2014-08-02,Tirana,41.3275,19.8187,25.54,19.0,32.02,0.0,0.0,1.54,0,0,0,0
2014-08-03,Tirana,41.3275,19.8187,25.17,19.35,33.29,0.0,0.0,1.17,0,0,0,0
2014-08-04,Tirana,41.3275,19.8187,27.45,20.05,35.36,2.9,0.0,3.45,1,0,1,1
2014-08-05,Tirana,41.3275,19.8187,27.07,22.09,32.68,0.0,0.0,3.07,1,0,1,1
2014-08-06,Tirana,41.3275,19.8187,28.52,22.52,35.51,0.0,0.0,4.52,1,0,1,1
2014-08-07,Tirana,41.3275,19.8187,26.18,19.27,35.2,0.0,0.0,2.18,1,0,1,1
2014-08-08,Tirana,41.3275,19.8187,25.44,17.9,30.6,0.0,0.0,1.44,0,0,0,0
2014-08-09,Tirana,41.3275,19.8187,25.78,19.98,34.63,0.0,0.0,1.78,0,0,0,0
2014-08-10,Tirana,41.3275,19.8187,26.29,19.81,32.03,0.0,0.0,2.29,1,0,1,1
2014-08-11,Tirana,41.3275,19.8187,26.29,21.54,33.57,6.0,0.0,2.29,1,0,1,1
2014-08-12,Tirana,41.3275,19.8187,24.51,19.42,31.42,0.0,0.0,0.51,0,0,0,0
2014-08-13,Tirana,41.3275,19.8187,26.37,21.63,31.42,8.73,0.0,2.37,1,0,1,1
2014-08-14,Tirana,41.3275,19.8187,26.87,19.82,35.99,0.0,0.0,2.87,1,0,1,1
2014-08-15,Tirana,41.3275,19.8187,30.3,24.8,37.35,10.54,0.0,6.3,1,0,1,1
2014-08-16,Tirana,41.3275,19.8187,29.38,22.35,38.67,0.0,0.0,5.38,1,0,1,1
2014-08-17,Tirana,41.3275,19.8187,24.44,19.71,30.73,0.0,0.0,0.44,0,0,0,0
2014-08-18,Tirana,41.3275,19.8187,25.35,17.83,34.25,0.0,0.0,1.35,0,0,0,0
2014-08-19,Tirana,41.3275,19.8187,23.13,15.71,32.29,22.67,0.0,0.0,0,0,0,0
2014-08-20,Tirana,41.3275,19.8187,24.23,19.42,31.74,9.59,0.0,0.23,0,0,0,0
2014-08-21,Tirana,41.3275,19.8187,25.55,20.97,31.47,0.0,0.0,1.55,0,0,0,0
2014-08-22,Tirana,41.3275,19.8187,27.12,22.42,35.2,0.0,0.0,3.12,1,0,1,1
2014-08-23,Tirana,41.3275,19.8187,24.06,16.57,31.53,5.66,0.0,0.06,0,0,0,0
2014-08-24,Tirana,41.3275,19.8187,24.44,19.12,33.69,0.0,0.0,0.44,0,0,0,0
2014-08-25,Tirana,41.3275,19.8187,22.45,16.03,29.42,0.0,0.0,0.0,0,0,0,0
2014-08-26,Tirana,41.3275,19.8187,25.28,19.29,31.49,0.0,0.0,1.28,0,0,0,0
2014-08-27,Tirana,41.3275,19.8187,23.67,16.38,29.29,0.0,0.0,0.0,0,0,0,0
2014-08-28,Tirana,41.3275,19.8187,24.14,17.93,32.28,2.46,0.0,0.14,0,0,0,0
2014-08-29,Tirana,41.3275,19.8187,23.13,16.88,32.51,9.11,0.0,0.0,0,0,0,0
2014-08-30,Tirana,41.3275,19.8187,23.81,15.85,28.94,0.0,0.0,0.0,0,0,0,0
2014-08-31,Tirana,41.3275,19.8187,21.47,16.44,29.8,3.55,0.0,0.0,0,0,0,0
2014-09-01,Tirana,41.3275,19.8187,21.8,14.4,30.97,0.0,0.0,0.0,0,0,0,0
2014-09-02,Tirana,41.3275,19.8187,27.52,22.84,32.86,0.0,0.0,3.52,1,0,1,1
2014-09-03,Tirana,41.3275,19.8187,22.18,16.01,27.68,0.0,0.0,0.0,0,0,0,0
2014-09-04,Tirana,41.3275,19.8187,22.01,14.41,30.12,0.0,0.0,0.0,0,0,0,0
2014-09-05,Tirana,41.3275,19.8187,25.77,18.94,33.68,0.0,0.0,1.77,0,0,0,0
2014-09-06,Tirana,41.3275,19.8187,27.44,20.54,32.75,0.0,0.0,3.44,1,0,1,1
2014-09-07,Tirana,41.3275,19.8187,20.84,15.41,29.59,0.0,0.0,0.0,0,0,0,0
2014-09-08,Tirana,41.3275,19.8187,21.77,15.81,29.13,0.0,0.0,0.0,0,0,0,0
2014-09-09,Tirana,41.3275,19.8187,22.95,17.17,32.03,0.0,0.0,0.0,0,0,0,0
2014-09-10,Tirana,41.3275,19.8187,25.46,19.14,34.42,0.0,0.0,1.46,0,0,0,0
2014-09-11,Tirana,41.3275,19.8187,21.24,15.12,29.9,5.15,0.0,0.0,0,0,0,0
